ENSEMBL ID,HGNC Symbol,Gene Biotype,Description,log2(FC) DUP vs DEL,"P value, DUP vs DEL","FDR-adjusted P value, DUP vs DEL",log2(FC) DUP vs CTL,"P value, DUP vs CTL","FDR-adjusted P value, DUP vs CTL",log2(FC) DEL vs CTL,"P value, DEL vs CTL","FDR-adjusted P value, DEL vs CTL"
ENSG00000182199,SHMT2,protein_coding,serine hydroxymethyltransferase 2 (mitochondrial) [Source:HGNC Symbol;Acc:10852],0.675559193,0.004032534,0.112497699,0.251687551,0.168099346,0.595065404,-0.423871642,0.011136877,0.546310036
ENSG00000149480,MTA2,protein_coding,"metastasis associated 1 family, member 2 [Source:HGNC Symbol;Acc:7411]",0.266585349,0.004040247,0.112497699,0.143357408,0.050599268,0.382995438,-0.123227941,0.055167905,0.792805714
ENSG00000163879,DNALI1,protein_coding,"dynein, axonemal, light intermediate chain 1 [Source:HGNC Symbol;Acc:14353]",0.557272006,0.004070406,0.112575241,0.53894118,0.000697013,0.055064047,-0.018330825,0.893069361,0.997108109
ENSG00000122406,RPL5,protein_coding,ribosomal protein L5 [Source:HGNC Symbol;Acc:10360],-0.367698211,0.004074615,0.112575241,-0.375619279,0.000603018,0.050295253,-0.007921069,0.926269299,0.99744829
ENSG00000180089,TMEM86B,protein_coding,transmembrane protein 86B [Source:HGNC Symbol;Acc:28448],0.813780863,0.004096167,0.112575241,0.458900849,0.043612339,0.35915422,-0.354880013,0.065611916,0.794802813
ENSG00000083642,PDS5B,protein_coding,"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:20418]",-0.385759659,0.004096865,0.112575241,-0.259446922,0.018163682,0.251608123,0.126312737,0.158704466,0.876260173
ENSG00000183955,SETD8,protein_coding,SET domain containing (lysine methyltransferase) 8 [Source:HGNC Symbol;Acc:29489],0.318010084,0.004101232,0.112575241,0.246375379,0.006269329,0.15024276,-0.071634705,0.342929708,0.922370916
ENSG00000149557,FEZ1,protein_coding,fasciculation and elongation protein zeta 1 (zygin I) [Source:HGNC Symbol;Acc:3659],-0.6690998,0.004102291,0.112575241,-0.536089118,0.005627305,0.142716342,0.133010682,0.38956723,0.933223361
ENSG00000185507,IRF7,protein_coding,interferon regulatory factor 7 [Source:HGNC Symbol;Acc:6122],0.939033149,0.004109937,0.112575241,0.215221095,0.374924347,0.768509768,-0.723812055,0.003597691,0.370344139
ENSG00000157823,AP3S2,protein_coding,"adaptor-related protein complex 3, sigma 2 subunit [Source:HGNC Symbol;Acc:571]",0.282758798,0.004115539,0.112575241,0.161243084,0.040198468,0.346804309,-0.121515714,0.072372594,0.796478379
ENSG00000050030,KIAA2022,protein_coding,KIAA2022 [Source:HGNC Symbol;Acc:29433],0.453490958,0.004117596,0.112575241,0.377243952,0.005198648,0.136369159,-0.076247007,0.447315185,0.951723022
ENSG00000142528,ZNF473,protein_coding,zinc finger protein 473 [Source:HGNC Symbol;Acc:23239],0.340089034,0.004131893,0.112739286,0.235675274,0.012851759,0.219394,-0.104413759,0.203092497,0.902132715
ENSG00000105866,SP4,protein_coding,Sp4 transcription factor [Source:HGNC Symbol;Acc:11209],-0.268840147,0.004150381,0.113016795,-0.213782417,0.006505823,0.154547427,0.05505773,0.368526516,0.926780478
ENSG00000127334,DYRK2,protein_coding,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 [Source:HGNC Symbol;Acc:3093],-0.238081621,0.004172932,0.113403601,-0.16208816,0.016117439,0.241151412,0.075993461,0.176488989,0.889845041
ENSG00000197162,ZNF785,protein_coding,zinc finger protein 785 [Source:HGNC Symbol;Acc:26496],-0.531989395,0.004186558,0.113546797,-0.300975663,0.040584747,0.348367369,0.231013731,0.073129493,0.796478379
ENSG00000104671,DCTN6,protein_coding,dynactin 6 [Source:HGNC Symbol;Acc:16964],-0.310910104,0.004285922,0.116010188,-0.168141426,0.054652584,0.396274981,0.142768677,0.05303005,0.788247342
ENSG00000128965,CHAC1,protein_coding,"ChaC, cation transport regulator homolog 1 (E. coli) [Source:HGNC Symbol;Acc:28680]",1.011651875,0.004299833,0.116034076,0.371691083,0.199179408,0.624234464,-0.639960792,0.006318212,0.436097733
ENSG00000167553,TUBA1C,protein_coding,"tubulin, alpha 1c [Source:HGNC Symbol;Acc:20768]",-1.130777032,0.004307824,0.116034076,-1.370325575,0.000126774,0.021007444,-0.239548543,0.353293935,0.924939265
ENSG00000140992,PDPK1,protein_coding,3-phosphoinositide dependent protein kinase-1 [Source:HGNC Symbol;Acc:8816],0.24243866,0.004314461,0.116034076,0.156038612,0.022534115,0.275559204,-0.086400047,0.135224844,0.864864908
ENSG00000120694,HSPH1,protein_coding,heat shock 105kDa/110kDa protein 1 [Source:HGNC Symbol;Acc:16969],0.391011444,0.004320963,0.116034076,0.336565811,0.003052936,0.108851956,-0.054445632,0.555452733,0.968533684
ENSG00000140859,KIFC3,protein_coding,kinesin family member C3 [Source:HGNC Symbol;Acc:6326],0.470956479,0.004343548,0.116375415,0.30910551,0.023890031,0.281674005,-0.161850969,0.132214255,0.860436828
ENSG00000140067,FAM181A,protein_coding,"family with sequence similarity 181, member A [Source:HGNC Symbol;Acc:20491]",-1.54357251,0.004350803,0.116375415,-1.146131821,0.017677517,0.250230012,0.397440689,0.187286933,0.895065613
ENSG00000143869,GDF7,protein_coding,growth differentiation factor 7 [Source:HGNC Symbol;Acc:4222],-1.766836362,0.004380666,0.116943992,-0.491741397,0.300319591,0.713766144,1.275094966,0.004887008,0.410143033
ENSG00000109654,TRIM2,protein_coding,tripartite motif containing 2 [Source:HGNC Symbol;Acc:15974],-0.279040263,0.00440574,0.117375938,-0.378278148,2.33E-05,0.010568909,-0.099237885,0.137630794,0.867049109
ENSG00000157103,SLC6A1,protein_coding,"solute carrier family 6 (neurotransmitter transporter), member 1 [Source:HGNC Symbol;Acc:11042]",-1.058452393,0.004414123,0.117375938,-1.022462052,0.002828625,0.105591656,0.03599034,0.860041042,0.993954586
ENSG00000176994,SMCR8,protein_coding,"Smith-Magenis syndrome chromosome region, candidate 8 [Source:HGNC Symbol;Acc:17921]",0.354679344,0.004429276,0.117548837,0.36556436,0.000492413,0.045948064,0.010885016,0.899064157,0.997108109
ENSG00000151725,CENPU,protein_coding,centromere protein U [Source:HGNC Symbol;Acc:21348],1.061593709,0.00443978,0.117597925,0.74037809,0.012070603,0.214311552,-0.321215619,0.220681184,0.91126177
ENSG00000140320,BAHD1,protein_coding,bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:29153],0.408941129,0.004449278,0.117620202,0.176776153,0.117907071,0.524846623,-0.232164977,0.021012405,0.648901269
ENSG00000171843,MLLT3,protein_coding,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 [Source:HGNC Symbol;Acc:7136]",-0.681366906,0.004480501,0.118215633,-0.617067241,0.002419802,0.097857961,0.064299665,0.682524952,0.984534482
ENSG00000153391,INO80C,protein_coding,INO80 complex subunit C [Source:HGNC Symbol;Acc:26994],0.704208171,0.004500403,0.118306686,0.434729531,0.026655649,0.292678169,-0.269478639,0.11892224,0.845618739
ENSG00000243232,PCDHAC2,protein_coding,"protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:8677]",0.637432443,0.004516026,0.118306686,0.539095192,0.004520755,0.1263993,-0.098337251,0.500195159,0.964318892
ENSG00000135945,REV1,protein_coding,"REV1, polymerase (DNA directed) [Source:HGNC Symbol;Acc:14060]",-0.291877776,0.004528936,0.118306686,-0.192543574,0.02114994,0.270261321,0.099334202,0.151622273,0.869207897
ENSG00000134905,CARS2,protein_coding,"cysteinyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:25695]",0.487064566,0.004529836,0.118306686,0.312987121,0.021561714,0.271027354,-0.174077445,0.144666438,0.868513916
ENSG00000183960,KCNH8,protein_coding,"potassium voltage-gated channel, subfamily H (eag-related), member 8 [Source:HGNC Symbol;Acc:18864]",-1.059455814,0.004530309,0.118306686,-1.042494524,0.002462825,0.099008489,0.01696129,0.934306007,0.99744829
ENSG00000089220,PEBP1,protein_coding,phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:8630],-0.282734481,0.004536192,0.118306686,-0.21836059,0.007457567,0.166601255,0.064373892,0.338757875,0.922035779
ENSG00000102678,FGF9,protein_coding,fibroblast growth factor 9 [Source:HGNC Symbol;Acc:3687],-1.015698903,0.004560137,0.118665361,-1.125264339,0.00089048,0.062050492,-0.109565436,0.573033316,0.968973938
ENSG00000072201,LNX1,protein_coding,"ligand of numb-protein X 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:6657]",-1.326144434,0.004571392,0.118665361,-1.09177411,0.00846777,0.176154145,0.234370324,0.389107733,0.932987903
ENSG00000169218,RSPO1,protein_coding,R-spondin 1 [Source:HGNC Symbol;Acc:21679],-1.640181927,0.004579643,0.118665361,-1.101661732,0.017867385,0.250807877,0.538520195,0.174294781,0.886879586
ENSG00000115423,DNAH6,protein_coding,"dynein, axonemal, heavy chain 6 [Source:HGNC Symbol;Acc:2951]",0.623319372,0.00459258,0.118665361,0.624771746,0.000876909,0.061737995,0.001452374,0.992103302,0.99915002
ENSG00000107821,KAZALD1,protein_coding,Kazal-type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:25460],-1.821219713,0.004593611,0.118665361,-0.382761485,0.355184752,0.752572962,1.438458228,0.008007028,0.490087816
ENSG00000128272,ATF4,protein_coding,activating transcription factor 4 [Source:HGNC Symbol;Acc:786],0.295263551,0.004608167,0.118815516,0.105893959,0.191526996,0.619154103,-0.189369591,0.010762765,0.539647428
ENSG00000187145,MRPS21,protein_coding,mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:14046],-0.354441698,0.004637965,0.119078809,-0.249635802,0.014154216,0.227276583,0.104805896,0.216341326,0.90869098
ENSG00000026559,KCNG1,protein_coding,"potassium voltage-gated channel, subfamily G, member 1 [Source:HGNC Symbol;Acc:6248]",1.397713533,0.00464593,0.119078809,0.844747363,0.043278838,0.358362489,-0.55296617,0.071959959,0.796478379
ENSG00000140319,SRP14,protein_coding,signal recognition particle 14kDa (homologous Alu RNA binding protein) [Source:HGNC Symbol;Acc:11299],-0.304043703,0.004653137,0.119078809,-0.218657444,0.012081443,0.214311552,0.085386259,0.243033666,0.912658326
ENSG00000245910,SNHG6,processed_transcript,small nucleolar RNA host gene 6 (non-protein coding) [Source:HGNC Symbol;Acc:32965],-0.409416129,0.004653433,0.119078809,-0.280000388,0.017363904,0.247317318,0.129415741,0.184672783,0.894370869
ENSG00000259024,TVP23C-CDRT4,protein_coding,TVP23C-CDRT4 readthrough [Source:HGNC Symbol;Acc:42961],-1.186787175,0.004684848,0.119244129,-0.290005201,0.366451671,0.76203826,0.896781973,0.003636116,0.37075185
ENSG00000187720,THSD4,protein_coding,"thrombospondin, type I, domain containing 4 [Source:HGNC Symbol;Acc:25835]",-2.442855407,0.004685239,0.119244129,-1.884185444,0.01206085,0.214311552,0.558669963,0.284484082,0.916507195
ENSG00000106100,NOD1,protein_coding,nucleotide-binding oligomerization domain containing 1 [Source:HGNC Symbol;Acc:16390],-0.708932397,0.004693308,0.119244129,-0.508093796,0.0113368,0.207732381,0.2008386,0.248284186,0.912658326
ENSG00000182103,FAM181B,protein_coding,"family with sequence similarity 181, member B [Source:HGNC Symbol;Acc:28512]",-1.029847304,0.004707403,0.119244129,-0.697312687,0.021433878,0.270653681,0.332534617,0.159919396,0.876556979
ENSG00000115307,AUP1,protein_coding,ancient ubiquitous protein 1 [Source:HGNC Symbol;Acc:891],0.324180152,0.004708186,0.119244129,0.092871208,0.292032522,0.70800387,-0.231308944,0.005596851,0.42724723
ENSG00000058668,ATP2B4,protein_coding,"ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:817]",-0.379065256,0.004712548,0.119244129,-0.402932014,0.000523543,0.046032389,-0.023866758,0.788695524,0.988363733
ENSG00000108829,LRRC59,protein_coding,leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:28817],0.287430027,0.004741942,0.119764872,0.194325696,0.017827288,0.250807877,-0.093104331,0.18095879,0.891487852
ENSG00000116830,TTF2,protein_coding,"transcription termination factor, RNA polymerase II [Source:HGNC Symbol;Acc:12398]",0.791577765,0.004772783,0.120198725,0.227106106,0.276096648,0.694737497,-0.56447166,0.007660457,0.478070909
ENSG00000113407,TARS,protein_coding,threonyl-tRNA synthetase [Source:HGNC Symbol;Acc:11572],0.310949143,0.004776946,0.120198725,0.221775385,0.013128163,0.221084057,-0.089173758,0.234086737,0.91126177
ENSG00000085788,DDHD2,protein_coding,DDHD domain containing 2 [Source:HGNC Symbol;Acc:29106],-0.361024096,0.004786691,0.120198725,-0.352679469,0.001191907,0.069202316,0.008344627,0.922129141,0.99744829
ENSG00000135447,PPP1R1A,protein_coding,"protein phosphatase 1, regulatory (inhibitor) subunit 1A [Source:HGNC Symbol;Acc:9286]",-0.814437226,0.004794733,0.120198725,-0.767289435,0.003112579,0.10969554,0.047147791,0.780353764,0.988363733
ENSG00000149922,TBX6,protein_coding,T-box 6 [Source:HGNC Symbol;Acc:11605],2.377260634,0.004803349,0.120198725,1.046879539,0.089285444,0.474837816,-1.330381095,0.037832567,0.726086047
ENSG00000101412,E2F1,protein_coding,E2F transcription factor 1 [Source:HGNC Symbol;Acc:3113],0.887384032,0.004849999,0.12095537,0.436661149,0.076622934,0.451497149,-0.450722883,0.042349385,0.747187196
ENSG00000187860,CCDC157,protein_coding,coiled-coil domain containing 157 [Source:HGNC Symbol;Acc:33854],0.765141987,0.004851389,0.12095537,0.465572385,0.025026528,0.28626915,-0.299569602,0.129462142,0.858950971
ENSG00000126016,AMOT,protein_coding,angiomotin [Source:HGNC Symbol;Acc:17810],-0.415824482,0.004878437,0.121089304,-0.265469914,0.026126678,0.291229947,0.150354568,0.133890728,0.863868574
ENSG00000161970,RPL26,protein_coding,ribosomal protein L26 [Source:HGNC Symbol;Acc:10327],-0.339828291,0.004886466,0.121089304,-0.365542658,0.000448245,0.044784908,-0.025714366,0.751213604,0.985857861
ENSG00000163285,GABRG1,protein_coding,"gamma-aminobutyric acid (GABA) A receptor, gamma 1 [Source:HGNC Symbol;Acc:4086]",2.224745396,0.004891196,0.121089304,1.311531037,0.05830089,0.406807525,-0.913214359,0.04349559,0.751203481
ENSG00000099219,ERMP1,protein_coding,endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:23703],-0.537304311,0.004892407,0.121089304,-0.310911546,0.036991956,0.332591719,0.226392765,0.094440365,0.821528798
ENSG00000185164,NOMO2,protein_coding,NODAL modulator 2 [Source:HGNC Symbol;Acc:22652],0.473308627,0.004909938,0.121302253,0.228091007,0.085763715,0.468999145,-0.245217619,0.036731183,0.724300115
ENSG00000250251,PKD1P6,pseudogene,polycystic kidney disease 1 (autosomal dominant) pseudogene 6 [Source:HGNC Symbol;Acc:30070],0.708016853,0.004955953,0.121624658,0.253247772,0.202688788,0.628087464,-0.454769081,0.009994149,0.520308432
ENSG00000162493,PDPN,protein_coding,podoplanin [Source:HGNC Symbol;Acc:29602],-1.418749,0.004957546,0.121624658,-1.068590293,0.011681734,0.211540737,0.350158706,0.284250896,0.916507195
ENSG00000198952,SMG5,protein_coding,SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:24644],0.25389465,0.004964443,0.121624658,0.051615991,0.457913792,0.818163393,-0.202278659,0.002312112,0.3020863
ENSG00000174748,RPL15,protein_coding,ribosomal protein L15 [Source:HGNC Symbol;Acc:10306],-0.276374409,0.004967376,0.121624658,-0.19682886,0.013693141,0.224171565,0.079545548,0.234659792,0.91126177
ENSG00000064989,CALCRL,protein_coding,calcitonin receptor-like [Source:HGNC Symbol;Acc:16709],-1.593471962,0.004971896,0.121624658,-0.958777218,0.050697483,0.382995438,0.634694744,0.059383807,0.794720921
ENSG00000183049,CAMK1D,protein_coding,calcium/calmodulin-dependent protein kinase ID [Source:HGNC Symbol;Acc:19341],0.481552688,0.004976693,0.121624658,0.42202316,0.003952103,0.120948595,-0.059529529,0.58983767,0.970164295
ENSG00000181751,C5orf30,protein_coding,chromosome 5 open reading frame 30 [Source:HGNC Symbol;Acc:25052],-0.5082082,0.00499624,0.121844554,-0.48725266,0.001881528,0.085989195,0.02095554,0.856927262,0.99391528
ENSG00000241945,PWP2,protein_coding,PWP2 periodic tryptophan protein homolog (yeast) [Source:HGNC Symbol;Acc:9711],0.51522085,0.005003625,0.121844554,0.659435245,4.41E-05,0.01525454,0.144214396,0.262733187,0.915621622
ENSG00000182141,ZNF708,protein_coding,zinc finger protein 708 [Source:HGNC Symbol;Acc:12945],-0.421920554,0.005015571,0.121916967,-0.237144673,0.050657583,0.382995438,0.184775881,0.069505435,0.796478379
ENSG00000162188,GNG3,protein_coding,"guanine nucleotide binding protein (G protein), gamma 3 [Source:HGNC Symbol;Acc:4405]",-0.511081469,0.00510904,0.123967209,-0.491634804,0.002599058,0.101482748,0.019446665,0.858633382,0.99391528
ENSG00000143947,RPS27A,protein_coding,ribosomal protein S27a [Source:HGNC Symbol;Acc:10417],-0.308340709,0.005128819,0.124113596,-0.28905696,0.001820602,0.085989195,0.019283748,0.794488486,0.989167851
ENSG00000117114,LPHN2,protein_coding,latrophilin 2 [Source:HGNC Symbol;Acc:18582],-1.124454056,0.005135275,0.124113596,-0.923176385,0.006925738,0.160866546,0.201277671,0.434123092,0.948683508
ENSG00000141759,TXNL4A,protein_coding,thioredoxin-like 4A [Source:HGNC Symbol;Acc:30551],0.399422883,0.005142475,0.124113596,0.301163109,0.009539209,0.188623789,-0.098259774,0.312749278,0.917484946
ENSG00000108947,EFNB3,protein_coding,ephrin-B3 [Source:HGNC Symbol;Acc:3228],-1.338146131,0.005176308,0.124708638,-1.013299767,0.009952821,0.192648042,0.324846364,0.313016716,0.917484946
ENSG00000162552,WNT4,protein_coding,"wingless-type MMTV integration site family, member 4 [Source:HGNC Symbol;Acc:12783]",-1.731594475,0.005202329,0.124910853,-1.162190678,0.021512068,0.270653681,0.569403797,0.171641403,0.884883471
ENSG00000142794,NBPF3,protein_coding,"neuroblastoma breakpoint family, member 3 [Source:HGNC Symbol;Acc:25076]",0.946460843,0.005203087,0.124910853,0.943097403,0.000936272,0.062565507,-0.00336344,0.988399138,0.99915002
ENSG00000108830,RND2,protein_coding,Rho family GTPase 2 [Source:HGNC Symbol;Acc:18315],-0.805674625,0.00522986,0.125332176,-0.712920007,0.003679119,0.118184086,0.092754618,0.621197124,0.976834454
ENSG00000135116,HRK,protein_coding,"harakiri, BCL2 interacting protein (contains only BH3 domain) [Source:HGNC Symbol;Acc:5185]",0.77877049,0.005242546,0.12541499,0.542129838,0.015126735,0.233305421,-0.236640653,0.221494672,0.91126177
ENSG00000105251,SHD,protein_coding,Src homology 2 domain containing transforming protein D [Source:HGNC Symbol;Acc:30633],-0.852991614,0.005253575,0.125457959,-0.677686715,0.011663095,0.211540737,0.175304899,0.332613447,0.920099674
ENSG00000105072,C19orf44,protein_coding,chromosome 19 open reading frame 44 [Source:HGNC Symbol;Acc:26141],0.494963545,0.005274685,0.125741083,0.12807949,0.349012884,0.749073934,-0.366884055,0.004549018,0.409351374
ENSG00000198034,RPS4X,protein_coding,"ribosomal protein S4, X-linked [Source:HGNC Symbol;Acc:10424]",-0.382354448,0.00533837,0.127036371,-0.382617255,0.001051566,0.06454719,-0.000262807,0.997725159,0.999388982
ENSG00000012171,SEMA3B,processed_transcript,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:HGNC Symbol;Acc:10724]",-0.988992355,0.005352002,0.127138124,-0.805424159,0.004085774,0.122285225,0.183568196,0.470919183,0.958240755
ENSG00000139921,TMX1,protein_coding,thioredoxin-related transmembrane protein 1 [Source:HGNC Symbol;Acc:15487],0.481790797,0.00536834,0.127303682,0.197061773,0.140019781,0.557302475,-0.284729023,0.022319731,0.656251117
ENSG00000185070,FLRT2,protein_coding,fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:3761],0.815380161,0.005386399,0.127509398,0.488557657,0.03511349,0.326518666,-0.326822504,0.110369561,0.836602066
